[GENERAL]
DATE=August 08, 2025 at 12:20:54
CYME_VERSION=8.00
CYMDIST_REVISION=01
              
[SI]

[NODE]
FORMAT_NODE=NodeID,CoordX,CoordY
756962.756512439_1830445.57895043,756962.756512439,1830445.57895043
756962.76455255_1830444.77899083,756962.76455255,1830444.77899083

[HEADNODES] 
FORMAT_HEADNODES=NodeID,NetworkID,ConnectorIndex,StructureID,HarmonicEnveloppe,EquivalentSourceConfiguration,EquivalentSourceSinglePhaseCT,EquivSourceCenterTapPhase,BackgroundHarmonicVoltage

755040.691834789_1832344.12430895,PHDIEN-479,0,,0,0,0,0,0

[SOURCE]
FORMAT_SOURCE=SourceID,DeviceNumber,NodeID,NetworkID,OperatingVoltageA,OperatingVoltageB,OperatingVoltageC,SinglePhaseCenterTap,CenterTapPhase

PHDIEN-479_22KV,110kV Phong Điền,755040.691834789_1832344.12430895,PHDIEN-479,0,0,0,0,0

[SOURCE EQUIVALENT]
FORMAT_SOURCEEQUIVALENT=NodeID,LoadModelName,Voltage,OperatingAngle1,OperatingAngle2,OperatingAngle3,PositiveSequenceResistance,PositiveSequenceReactance,NegativeSequenceResistance,NegativeSequenceReactance,ZeroSequenceResistance,ZeroSequenceReactance,OperatingVoltage1,OperatingVoltage2,OperatingVoltage3,BaseMVA,ImpedanceUnit

755040.691834789_1832344.12430895,DEFAULT,22KV,0,120,120,0,1,0,1,1,2,7.505553,7.505553,7.505553,0,0

[LOAD EQUIVALENT]
FORMAT_LOADEQUIVALENT=NodeID,LoadModelName,Format,Value1A,Value1B,Value1C,Value2A,Value2B,Value2C,ValueSinglePhaseCT11,ValueSinglePhaseCT12,ValueSinglePhaseCT21,ValueSinglePhaseCT22

755040.691834789_1832344.12430895,DEFAULT,KW_PF,0,0,0,0,0,0,0,0,0,0

[OVERHEADLINE SETTING]
FORMAT_OVERHEADLINESETTING=SectionID,DeviceNumber,DeviceStage,Flags,InitFromEquipFlags,LineCableID,Length,ConnectionStatus,CoordX,CoordY,HarmonicModel,FlowConstraintActive,FlowConstraintUnit,MaximumFlow,SeriesCompensationActive,MaxReactanceMultiplier,SeriesCompensationCost

OH_4646,OH_4646,,0,0,3P_22 KV_ACV-120SQMM,987.54538826,0,0,0,2,0,0,100,0,50,0
OH_4657,OH_4657,,0,0,3P_22 KV_ACSR-95SQMM,855.31452019,0,0,0,2,0,0,100,0,50,0
OH_4658,OH_4658,,0,0,3P_22 KV_ACSR-95SQMM,12.05897575,0,0,0,2,0,0,100,0,50,0
OH_4673,OH_4673,,0,0,3P_22 KV_ACSR-95SQMM,202.47781214,0,0,0,2,0,0,100,0,50,0
OH_4694,OH_4694,,0,0,3P_22 KV_ACSR-50SQMM,700.82456771,0,0,0,2,0,0,100,0,50,0
OH_4696,OH_4696,,0,0,3P_22 KV_ACSR-95SQMM,334.61683557,0,0,0,2,0,0,100,0,50,0
OH_4721,OH_4721,,0,0,3P_22 KV_ACV-70SQMM,46.76090269,0,0,0,2,0,0,100,0,50,0
OH_4824,OH_4824,,0,0,3P_22 KV_ACSR-95SQMM,633.71904640,0,0,0,2,0,0,100,0,50,0
OH_4833,OH_4833,,0,0,3P_22 KV_MV-240SQMM,1073.07037209,0,0,0,2,0,0,100,0,50,0
OH_4834,OH_4834,,0,0,3P_22 KV_ACSR-95SQMM,1197.37556744,0,0,0,2,0,0,100,0,50,0
OH_4835,OH_4835,,0,0,3P_22 KV_ACSR-95SQMM,2397.59013451,0,0,0,2,0,0,100,0,50,0
OH_4836,OH_4836,,0,0,3P_22 KV_ACSR-95SQMM,1656.79924850,0,0,0,2,0,0,100,0,50,0
OH_4837,OH_4837,,0,0,3P_22 KV_ACSR-95SQMM,1197.51118806,0,0,0,2,0,0,100,0,50,0
OH_4838,OH_4838,,0,0,3P_22 KV_ACSR-95SQMM,1119.23109994,0,0,0,2,0,0,100,0,50,0
OH_4839,OH_4839,,0,0,3P_22 KV_ACSR-95SQMM,1031.42605809,0,0,0,2,0,0,100,0,50,0
OH_4840,OH_4840,,0,0,3P_22 KV_ACSR-70SQMM,590.85848203,0,0,0,2,0,0,100,0,50,0
OH_4841,OH_4841,,0,0,3P_22 KV_ACV-120SQMM,1000.00514085,0,0,0,2,0,0,100,0,50,0
OH_4842,OH_4842,,0,0,3P_22 KV_ACSR-70SQMM,1263.07864198,0,0,0,2,0,0,100,0,50,0
OH_4843,OH_4843,,0,0,3P_22 KV_ACSR-95SQMM,1061.90471720,0,0,0,2,0,0,100,0,50,0
OH_4844,OH_4844,,0,0,3P_22 KV_ACSR-95SQMM,744.39414822,0,0,0,2,0,0,100,0,50,0
OH_4850,OH_4850,,0,0,3P_22 KV_ACSR-95SQMM,1033.77112518,0,0,0,2,0,0,100,0,50,0
OH_5544,OH_5544,,0,0,3P_22 KV_ACSR-50SQMM,19.16397470,0,0,0,2,0,0,100,0,50,0
OH_5545,OH_5545,,0,0,3P_22 KV_ACSR-95SQMM,58.28601974,0,0,0,2,0,0,100,0,50,0
OH_5546,OH_5546,,0,0,3P_22 KV_ACV-120SQMM,0.50000018,0,0,0,2,0,0,100,0,50,0
OH_5547,OH_5547,,0,0,3P_22 KV_ACSR-70SQMM,0.49997865,0,0,0,2,0,0,100,0,50,0
OH_5548,OH_5548,,0,0,3P_22 KV_ACSR-95SQMM,40.89329649,0,0,0,2,0,0,100,0,50,0
OH_5549,OH_5549,,0,0,3P_22 KV_ACSR-95SQMM,0.50002514,0,0,0,2,0,0,100,0,50,0
OH_5550,OH_5550,,0,0,3P_22 KV_ACV-120SQMM,0.49998356,0,0,0,2,0,0,100,0,50,0
OH_5551,OH_5551,,0,0,3P_22 KV_ACV-120SQMM,0.50007065,0,0,0,2,0,0,100,0,50,0
OH_5552,OH_5552,,0,0,3P_22 KV_ACSR-70SQMM,37.11021697,0,0,0,2,0,0,100,0,50,0
OH_5554,OH_5554,,0,0,3P_22 KV_ACSR-95SQMM,0.50004853,0,0,0,2,0,0,100,0,50,0
OH_5555,OH_5555,,0,0,3P_22 KV_ACV-120SQMM,0.50000362,0,0,0,2,0,0,100,0,50,0
OH_5556,OH_5556,,0,0,3P_22 KV_ACSR-95SQMM,29.20244901,0,0,0,2,0,0,100,0,50,0
OH_5557,OH_5557,,0,0,3P_22 KV_ACSR-95SQMM,39.03723465,0,0,0,2,0,0,100,0,50,0
OH_5558,OH_5558,,0,0,3P_22 KV_MV-240SQMM,1180.18781904,0,0,0,2,0,0,100,0,50,0
OH_5559,OH_5559,,0,0,3P_22 KV_ACSR-95SQMM,88.04575207,0,0,0,2,0,0,100,0,50,0
OH_5560,OH_5560,,0,0,3P_22 KV_ACSR-95SQMM,0.49996872,0,0,0,2,0,0,100,0,50,0
OH_5561,OH_5561,,0,0,3P_22 KV_ACSR-95SQMM,1129.33677440,0,0,0,2,0,0,100,0,50,0
OH_5562,OH_5562,,0,0,3P_22 KV_ACSR-95SQMM,46.75570877,0,0,0,2,0,0,100,0,50,0
OH_5632,OH_5632,,0,0,3P_22 KV_ACSR-95SQMM,287.89193795,0,0,0,2,0,0,100,0,50,0
OH_5633,OH_5633,,0,0,3P_22 KV_ACSR-95SQMM,38.44322622,0,0,0,2,0,0,100,0,50,0
OH_5666,OH_5666,,0,0,3P_22 KV_ACSR-95SQMM,297.83748986,0,0,0,2,0,0,100,0,50,0
OH_5707,OH_5707,,0,0,3P_22 KV_ACSR-95SQMM,139.99997510,0,0,0,2,0,0,100,0,50,0
OH_5708,OH_5708,,0,0,3P_22 KV_ACV-120SQMM,616.84176077,0,0,0,2,0,0,100,0,50,0
OH_5736,OH_5736,,0,0,3P_22 KV_ACSR-95SQMM,101.53949655,0,0,0,2,0,0,100,0,50,0
OH_5738,OH_5738,,0,0,3P_22 KV_ACSR-95SQMM,1783.97484475,0,0,0,2,0,0,100,0,50,0
OH_5744,OH_5744,,0,0,3P_22 KV_MV-240SQMM,796.77428796,0,0,0,2,0,0,100,0,50,0
OH_5755,OH_5755,,0,0,3P_22 KV_ACSR-95SQMM,381.36455400,0,0,0,2,0,0,100,0,50,0
OH_5759,OH_5759,,0,0,3P_22 KV_ACSR-95SQMM,140.58896622,0,0,0,2,0,0,100,0,50,0
OH_5763,OH_5763,,0,0,3P_22 KV_ACV-120SQMM,98.81217779,0,0,0,2,0,0,100,0,50,0
OH_5768,OH_5768,,0,0,3P_22 KV_ACSR-95SQMM,494.24095198,0,0,0,2,0,0,100,0,50,0
OH_5771,OH_5771,,0,0,3P_22 KV_ACV-120SQMM,192.61315135,0,0,0,2,0,0,100,0,50,0
OH_5779,OH_5779,,0,0,3P_22 KV_ACSR-95SQMM,903.17038062,0,0,0,2,0,0,100,0,50,0
OH_5782,OH_5782,,0,0,3P_22 KV_ACSR-95SQMM,53.73006121,0,0,0,2,0,0,100,0,50,0
OH_5786,OH_5786,,0,0,3P_22 KV_ACSR-95SQMM,1.84498888,0,0,0,2,0,0,100,0,50,0
OH_5788,OH_5788,,0,0,3P_22 KV_ACSR-95SQMM,538.85819451,0,0,0,2,0,0,100,0,50,0
OH_5792,OH_5792,,0,0,3P_22 KV_ACSR-95SQMM,387.44494892,0,0,0,2,0,0,100,0,50,0
OH_5795,OH_5795,,0,0,3P_22 KV_MV-240SQMM,54.88193612,0,0,0,2,0,0,100,0,50,0
OH_5848,OH_5848,,0,0,3P_22 KV_ACSR-95SQMM,49.37548636,0,0,0,2,0,0,100,0,50,0
OH_5849,OH_5849,,0,0,3P_22 KV_ACSR-95SQMM,43.68232946,0,0,0,2,0,0,100,0,50,0
OH_5850,OH_5850,,0,0,3P_22 KV_ACV-120SQMM,501.60714195,0,0,0,2,0,0,100,0,50,0
OH_5851,OH_5851,,0,0,3P_22 KV_ACV-120SQMM,136.59906793,0,0,0,2,0,0,100,0,50,0
OH_5852,OH_5852,,0,0,3P_22 KV_ACSR-95SQMM,66.45321746,0,0,0,2,0,0,100,0,50,0
OH_5853,OH_5853,,0,0,3P_22 KV_ACSR-95SQMM,51.33260490,0,0,0,2,0,0,100,0,50,0
OH_5854,OH_5854,,0,0,3P_22 KV_ACSR-95SQMM,113.07989939,0,0,0,2,0,0,100,0,50,0
OH_5897,OH_5897,,0,0,3P_22 KV_ACV-120SQMM,987.54538826,0,0,0,2,0,0,100,0,50,0
OH_5900,OH_5900,,0,0,3P_22 KV_MV-240SQMM,1073.07037209,0,0,0,2,0,0,100,0,50,0
OH_5901,OH_5901,,0,0,3P_22 KV_ACSR-70SQMM,1263.07864198,0,0,0,2,0,0,100,0,50,0
BB_4892,BB_4892,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4893,BB_4893,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4916,BB_4916,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4917,BB_4917,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4938,BB_4938,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4939,BB_4939,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4942,BB_4942,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4943,BB_4943,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4958,BB_4958,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4959,BB_4959,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4972,BB_4972,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4973,BB_4973,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4986,BB_4986,,0,0,3P_22 KV_ACSR-70SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4987,BB_4987,,0,0,3P_22 KV_ACSR-70SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4992,BB_4992,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_4993,BB_4993,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5036,BB_5036,,0,0,3P_22 KV_ACV-70SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5037,BB_5037,,0,0,3P_22 KV_ACV-70SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5050,BB_5050,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5051,BB_5051,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5068,BB_5068,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5069,BB_5069,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5070,BB_5070,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5071,BB_5071,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5090,BB_5090,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5091,BB_5091,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5114,BB_5114,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5115,BB_5115,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5128,BB_5128,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5129,BB_5129,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5138,BB_5138,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5139,BB_5139,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5148,BB_5148,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5149,BB_5149,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5162,BB_5162,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5163,BB_5163,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5166,BB_5166,,0,0,3P_22 KV_ACSR-50SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5167,BB_5167,,0,0,3P_22 KV_ACSR-50SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5174,BB_5174,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5175,BB_5175,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5192,BB_5192,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5193,BB_5193,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5202,BB_5202,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5203,BB_5203,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5206,BB_5206,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5207,BB_5207,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5208,BB_5208,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5209,BB_5209,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5220,BB_5220,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5221,BB_5221,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5234,BB_5234,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5235,BB_5235,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5242,BB_5242,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5243,BB_5243,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5248,BB_5248,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5249,BB_5249,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5302,BB_5302,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5303,BB_5303,,0,0,3P_22 KV_SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5334,BB_5334,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5335,BB_5335,,0,0,3P_22 KV_ACSR-95SQMM,0.50000000,0,0,0,2,0,0,100,0,50,0
BB_5553,BB_5553,,0,0,3P_22 KV_SQMM,1.00000000,0,0,0,2,0,0,100,0,50,0

[UNDERGROUNDLINE SETTING]
